eb2026_0_n20,0,0,0,-20.3554,0,0.0948581
eb2026_45_n20,0,0,0,-20.8819,45,-0.294398
eb2026_90_n20,0,0,0,-20.1086,90,-0.962712
eb2026_135_n20,0,0,0,-20.1047,135,-2.1702
eb2026_180_n20,0,0,0,-20.5293,180,-2.69876
eb2026_225_n20,0,0,0,-21.331,225,-2.31569
eb2026_270_n20,0,0,0,-20.953,270,-1.91755
eb2026_315_n20,0,0,0,-21.4043,315,-0.0137736
